"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"101829","DORESY NATIONAL FUND","Uncoded","Uncoded","Uncoded",80,20,"#000099AF","#000099AF",2500
"1020","UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION / UFCW","General Trade Unions","Labor","Retail trade unions",100,0,"#0000FFAF","#0000FFAF",8000
"10736404","PLUMBERS & STEAMFITTERS LOCAL 33","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",6150
"10847430","KRAUSE GENTLE CORPORATION","Uncoded","Uncoded","Uncoded",30.7692307692308,69.2307692307692,"#660000AF","#660000AF",1625
"10958","CEDAR RAPIDS BUILDING & CONSTRUCTION TRADES COUNCIL","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",5000
"11023748","COMMONWEALTH PAC","Leadership PACs","Candidate Contributions","PACs operated by Republican state politicians",0,100,"#FF0000AF","#FF0000AF",8000
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",81.6326530612245,18.3673469387755,"#00009EAF","#00009EAF",4900
"11328","CONSERVATIVE PRINCIPLES PAC","Leadership PACs","Candidate Contributions","PACs operated by Republican members of Congress or prominent national Republicans",0,100,"#FF0000AF","#FF0000AF",13500
"114203","AMERICAN ENTERPRISE MUTUAL HOLDING CO","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",75,25,"#00007FAF","#00007FAF",1400
"1193841","ALL AMERICA PAC","Leadership PACs","Candidate Contributions","PACs operated by Democratic members of Congress or prominent national Democrats",100,0,"#0000FFAF","#0000FFAF",1900
"1194","HARRAHS","Gambling & Casinos","General Business","Casinos, racetracks & gambling",91.6666666666667,8.33333333333333,"#0000D1AF","#0000D1AF",6000
"12296","FREE & STRONG AMERICA PAC","Leadership PACs","Candidate Contributions","PACs operated by Republican members of Congress or prominent national Republicans",0,100,"#FF0000AF","#FF0000AF",12000
"12303","PLANNED PARENTHOOD OF THE HEARTLAND","Health Services","Health","Health care services",100,0,"#0000FFAF","#0000FFAF",8000
"12497","GOLDEN GRAIN ENERGY","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",70.2380952380952,29.7619047619048,"#000066AF","#000066AF",4200
"1287","HY-VEE INC","Food Processing & Sales","Agriculture","Food stores",78.0590717299578,21.9409282700422,"#00008FAF","#00008FAF",11850
"13","A BROTHERHOOD AIMED TOWARD EDUCATION","Miscellaneous Transport","Transportation","Motorcycles, snowmobiles & other motorized vehicles",56.4459930313589,43.5540069686411,"#00001FAF","#00001FAF",14350
"13186","IOWA BEVERAGE ASSOCIATION","Food & Beverage","General Business","Beverages (non-alcoholic)",96.6101694915254,3.38983050847458,"#0000EBAF","#0000EBAF",7375
"13188","IOWA CORN GROWERS ASSOCIATION","Crop Production & Basic Processing","Agriculture","Wheat, corn, soybeans & cash grain",75.896531452087,24.103468547913,"#00007FAF","#00007FAF",17010
"13190","IOWA FAMILY POLICY CENTER","Christian Conservative","Ideology/Single Issue","Christian Coalition, religious right",0,100,"#FF0000AF","#FF0000AF",1497.75
"13191","IOWA GROCERY INDUSTRY ASSOCIATION","Food Processing & Sales","Agriculture","Food stores",50,50,"#000000AF","#000000AF",1000
"13195","IOWA SENATE DEMOCRATIC MAJORITY FUND","Party Committees","Party","Democratic Party committees",98.6118989035601,1.38810109643993,"#0000F5AF","#0000F5AF",372895.03
"13197","IOWANS FOR A SKILLED WORKFORCE","Education","Government Agencies/Education/Other","Technical, business & vocational schools and services",50,50,"#000000AF","#000000AF",5500
"13210","ITC HOLDINGS CORP","Electric Utilities","Energy & Natural Resources","Electric power utilities",70,30,"#000066AF","#000066AF",2500
"13857","MAGELLAN HEALTH SERVICES","Health Services","Health","Mental health services",83.3333333333333,16.6666666666667,"#0000A8AF","#0000A8AF",1200
"1396","JOHN DEERE & CO","Agricultural Services & Products","Agriculture","Farm machinery & equipment",65.3179190751445,34.6820809248555,"#00004DAF","#00004DAF",43250
"14989","PENINSULA GAMING","Gambling & Casinos","General Business","Casinos, racetracks & gambling",76.9230769230769,23.0769230769231,"#000085AF","#000085AF",13000
"1540","LIBERTY MUTUAL INSURANCE","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",100,0,"#0000FFAF","#0000FFAF",3000
"16723","UNITE OUR STATES","Leadership PACs","Candidate Contributions","PACs operated by Democratic members of Congress or prominent national Democrats",100,0,"#0000FFAF","#0000FFAF",3000
"1692","MEDCO HEALTH SOLUTIONS","Retail Sales","General Business","Drug stores",55.9006211180124,44.0993788819876,"#00001AAF","#00001AAF",8050
