"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"10048","APARTMENT ASSOCIATION OF GREATER DALLAS","Real Estate","Finance, Insurance & Real Estate","Building operators & managers",66.6666666666667,33.3333333333333,"#000052AF","#000052AF",3000
"10231022","SENATOR BUSTER BROWN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",2000
"10232539","BICKERSTAFF HEATH SMILEY POLLAN KEVER & MCDANIEL","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",78.9473684210526,21.0526315789474,"#00008FAF","#00008FAF",4750
"10233402","Q INVESTMENTS","Securities & Investment","Finance, Insurance & Real Estate","Securities, commodities & investment",28.5714285714286,71.4285714285714,"#700000AF","#700000AF",7000
"10233520","LLODY GOSSELINK BLEVINS ROCHELLE BALDWIN & TOWNSEND","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",7.05410640696269,92.9458935930373,"#DB0000AF","#DB0000AF",7088.07
"10244396","TEXAS RETAILERS ASSOCIATION","Retail Sales","General Business","Retail trade",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",1500
"10244406","SAN ANTONIO POLICE OFFICERS ASSOCIATION","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",2500
"10244420","JUNIOR & COMMUNITY COLLEGE PAC","Uncoded","Uncoded","Uncoded",32.258064516129,67.741935483871,"#5C0000AF","#5C0000AF",3100
"10244543","SABINE PILOT SERVICE","Air Transport","Transportation","Airlines",0,100,"#FF0000AF","#FF0000AF",400
"10244723","TEXAS OSTEOPATHIC MEDICAL ASSOCIATION","Health Professionals","Health","Physicians",50,50,"#000000AF","#000000AF",4000
"10244941","TEXAS ORTHOPAEDIC ASSOCIATION","Health Professionals","Health","Other physician specialists",0,100,"#FF0000AF","#FF0000AF",1500
"10247","BARRETT BURKE WILSON CASTLE DAFFIN & FRAPPIER","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",0,100,"#FF0000AF","#FF0000AF",1500
"1057","FULBRIGHT & JAWORSKI","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",25.8823529411765,74.1176470588235,"#800000AF","#800000AF",21250
"10686469","GRANDE COMMUNICATIONS NETWORKS","Telecom Services & Equipment","Communications & Electronics","Telecommunications",25.531914893617,74.468085106383,"#800000AF","#800000AF",23500
"10690620","HUNTSMAN","Uncoded","Uncoded","Uncoded",40,60,"#330000AF","#330000AF",1250
"10691644","BAYLOR COLLEGE OF MEDICINE","Education","Government Agencies/Education/Other","Medical schools",56.5217391304348,43.4782608695652,"#00001FAF","#00001FAF",11500
"1070","GARDERE WYNNE SEWELL LLP","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",0,100,"#FF0000AF","#FF0000AF",6015.31
"10717227","ENERGY FUTURE HOLDINGS","Electric Utilities","Energy & Natural Resources","Gas & electric utilities",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",3000
"1087","GENERAL MOTORS","Automotive","Transportation","Auto manufacturers",0,100,"#FF0000AF","#FF0000AF",1500
"1096","GEO GROUP","Miscellaneous Business","General Business","Correctional facilities construction & management/for-profit",28.5714285714286,71.4285714285714,"#700000AF","#700000AF",1750
"11038456","INDEPENDENT INSURANCE AGENTS OF DALLAS","Insurance","Finance, Insurance & Real Estate","Insurance agencies, brokers & agents",60,40,"#000033AF","#000033AF",5000
"11038574","TEXAS CHAPTER OF THE AMERICAN COLLEGE OF EMERGENCY PHYSICIANS","Health Professionals","Health","Other physician specialists",22.2222222222222,77.7777777777778,"#8F0000AF","#8F0000AF",4500
"11040221","ASSOCIATION OF CHEMICAL INDUSTRY OF TEXAS","Chemical & Related Manufacturing","General Business","Chemicals",0,100,"#FF0000AF","#FF0000AF",2000
"11040288","TEXAS BANKERS ASSOCIATION","Commercial Banks","Finance, Insurance & Real Estate","Commercial banks & bank holding companies",27.7777777777778,72.2222222222222,"#750000AF","#750000AF",9000
"11040292","TEXAS CHIROPRACTIC ASSOCIATION","Health Professionals","Health","Chiropractors",35.9375,64.0625,"#4D0000AF","#4D0000AF",16000
"11040298","TEXAS FUNERAL DIRECTORS ASSOCIATION","Miscellaneous Services","General Business","Funeral services",12.5,87.5,"#C20000AF","#C20000AF",4000
"11040300","TEXAS LAND TITLE ASSOCIATION","Real Estate","Finance, Insurance & Real Estate","Title insurance & title abstract offices",23.5294117647059,76.4705882352941,"#8A0000AF","#8A0000AF",8500
"11040309","TEXAS SOCIETY OF ANESTHESIOLOGISTS","Health Professionals","Health","Other physician specialists",14.8148148148148,85.1851851851852,"#B80000AF","#B80000AF",13500
"11040314","TEXAS TELEPHONE ASSOCIATION","Telecom Services & Equipment","Communications & Electronics","Telecommunications",0,100,"#FF0000AF","#FF0000AF",7000
"11051431","TEXAS CLASSROOM TEACHERS ASSOCIATION","Public Sector Unions","Labor","Teachers unions",74.468085106383,25.531914893617,"#00007AAF","#00007AAF",23500
"11051693","HOUSTON POLICE RETIRED OFFICERS ASSOCIATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",42.8571428571429,57.1428571428571,"#290000AF","#290000AF",1750
