"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"10051","APARTMENT ASSOCIATION OF METRO DENVER","Real Estate","Finance, Insurance & Real Estate","Building operators & managers",28.5714285714286,71.4285714285714,"#700000AF","#700000AF",1750
"1020","UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION / UFCW","General Trade Unions","Labor","Retail trade unions",100,0,"#0000FFAF","#0000FFAF",12000
"10867637","RETAIL","Uncoded","Uncoded","Uncoded",44.4444444444444,55.5555555555556,"#1F0000AF","#1F0000AF",450
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",35,65,"#4D0000AF","#4D0000AF",2000
"11233","COLORADO BANKERS ASSOCIATION","Commercial Banks","Finance, Insurance & Real Estate","Commercial banks & bank holding companies",40,60,"#330000AF","#330000AF",2000
"11239","COLORADO CONCERN","Business Associations","General Business","Pro-business organizations",12.1951219512195,87.8048780487805,"#C20000AF","#C20000AF",20500
"11241","COLORADO DENTAL ASSOCIATION","Health Professionals","Health","Dentists",47.0588235294118,52.9411764705882,"#0F0000AF","#0F0000AF",7650
"11243","COLORADO LEGISLATIVE SERVICES","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",53.8461538461538,46.1538461538462,"#00000FAF","#00000FAF",650
"11245","COLORADO OPTOMETRIC ASSOCIATION","Health Professionals","Health","Optometrists & ophthalmologists",43.2098765432099,56.7901234567901,"#240000AF","#240000AF",8100
"12110","FIRST BANK HOLDING CO","Commercial Banks","Finance, Insurance & Real Estate","Commercial banks & bank holding companies",37.5,62.5,"#420000AF","#420000AF",800
"12117","FIRST NATIONAL BANK OF OMAHA","Commercial Banks","Finance, Insurance & Real Estate","Commercial banks & bank holding companies",100,0,"#0000FFAF","#0000FFAF",700
"1233","HEWLETT PACKARD","Electronics Manufacturing & Services","Communications & Electronics","Electronics manufacturing & services",31.25,68.75,"#610000AF","#610000AF",3200
