"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"101","AMALGAMATED TRANSIT UNION UNIDENTIFIED","Transportation Unions","Labor","Transportation unions",100,0,"#0000FFAF","#0000FFAF",1950
"10239807","WASHINGTON STATE COUNCIL OF SERVICE EMPLOYEES","Public Sector Unions","Labor","State & local government employee unions",82.3529411764706,17.6470588235294,"#0000A3AF","#0000A3AF",23800
"10668028","(BLANK)","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",4529
"10775987","WA WINE","Uncoded","Uncoded","Uncoded",50,50,"#000000AF","#000000AF",2200
"10797125","HOD CARRIERS & GENERAL LABORERS 242","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",4000
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",77.5100401606426,22.4899598393574,"#00008AAF","#00008AAF",6225
"11288","COMMUNITY HEALTH NETWORK OF WASHINGTON","Health Services","Health","Outpatient health services (including drug & alcohol)",77.7777777777778,22.2222222222222,"#00008AAF","#00008AAF",12600
"11351","CONTRACTORS BONDING & INSURANCE CO","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",54.0983606557377,45.9016393442623,"#000014AF","#000014AF",6100
"11402","COUNCIL OF METROPOLITAN POLICE & SHERIFFS","Public Sector Unions","Labor","Police & fire fighters unions and associations",53.7313432835821,46.2686567164179,"#00000FAF","#00000FAF",6700
"1146","GREEN DIAMOND RESOURCE CO","Forestry & Forest Products","Agriculture","Timber companies, sawmills, & others engaged in cutting down trees",25.4545454545455,74.5454545454545,"#800000AF","#800000AF",2750
"1148554","ADAM SMITH FOR CONGRESS CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",1000
"1152897","JAY ROBERT INSLEE CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",9800
"11880","EDUCATION VOTERS PAC","Other/Single Issue Groups","Ideology/Single Issue","Other single-issue or ideological groups",74.7518011884688,25.2481988115312,"#00007AAF","#00007AAF",5544.95
"1210","HENNINGSON DURHAM & RICHARDSON / HDR","Construction Services","Construction","Engineering, architecture & construction management services",100,0,"#0000FFAF","#0000FFAF",650
"1233","HEWLETT PACKARD","Electronics Manufacturing & Services","Communications & Electronics","Electronics manufacturing & services",74.3119266055046,25.6880733944954,"#00007AAF","#00007AAF",2725
