"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"10441","BLUE CROSS & BLUE SHIELD OF NEBRASKA","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",0,0,"#FF0000AF","#0000FFAF",12865.33
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",0,0,"#FF0000AF","#0000FFAF",1600
"1143","GREAT PLAINS COMMUNICATIONS","Business Services","General Business","Advertising & public relations services",0,0,"#FF0000AF","#0000FFAF",3575.54
"11816518","NE PT PAC-PHYSICAL THERAPY","Health Professionals","Health","Other non-physician health practitioners",0,0,"#FF0000AF","#0000FFAF",1500
"11931513","GRAND ISLAND FIRE FIGHTERS","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",7434.36
"11931592","ELECTRICAL WORKERS LOCAL 1521","General Trade Unions","Labor","Electrical workers/IBEW",0,0,"#FF0000AF","#0000FFAF",2950
"11931594","ELECTRICAL WORKERS LOCAL 763","General Trade Unions","Labor","Electrical workers/IBEW",0,0,"#FF0000AF","#0000FFAF",5450
"12174870","NE HOSPITAL ASSOCIATION PAC","Hospitals & Nursing Homes","Health","Hospitals",0,0,"#FF0000AF","#0000FFAF",15100
"12174876","MUELLER ROBAK","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",0,0,"#FF0000AF","#0000FFAF",14081.21
"12174898","BROMM & ASSOCIATES LLC","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",814.17
"12584","GREATER OMAHA CHAMBER OF COMMERCE","Business Associations","General Business","Chambers of commerce",0,0,"#FF0000AF","#0000FFAF",38065.01
"132","AMERICAN FAMILY LIFE ASSURANCE CO / AFLAC","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",0,0,"#FF0000AF","#0000FFAF",3325
"14054031","NE CATTLEMEN INC NC STATE PAC","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",5600
"14436","NEBRASKA TELECOMMUNICATIONS ASSOCIATION","Telecom Services & Equipment","Communications & Electronics","Telecommunications",0,0,"#FF0000AF","#0000FFAF",47650
"16316026","CARPENTERS INTERIOR SYSTEMS LOCAL 1306","General Trade Unions","Labor","Construction unions",0,0,"#FF0000AF","#0000FFAF",22000
"16634542","EVERTSON OPERATING COMPANY INC","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",500
"16753722","NE GPLDC PAC FUND","General Trade Unions","Labor","Construction unions",0,0,"#FF0000AF","#0000FFAF",9050
"1725","MICROSOFT","Computer Equipment & Services","Communications & Electronics","Computer software",0,0,"#FF0000AF","#0000FFAF",5250
"17310","NEBRASKA CHAMBER OF COMMERCE & INDUSTRY","Business Associations","General Business","Chambers of commerce",0,0,"#FF0000AF","#0000FFAF",112684.3
"1758","MONSANTO","Agricultural Services & Products","Agriculture","Agricultural services & related industries",0,0,"#FF0000AF","#0000FFAF",4310
"1793","MUTUAL OF OMAHA","Insurance","Finance, Insurance & Real Estate","Insurance agencies, brokers & agents",0,0,"#FF0000AF","#0000FFAF",1900
"18357","NEBRASKA DEMOCRATIC PARTY","Party Committees","Party","Democratic Party committees",0,0,"#FF0000AF","#0000FFAF",7331.3
"1846856","NEBRASKA STATE EDUCATION ASSOCIATION","Public Sector Unions","Labor","Teachers unions",0,0,"#FF0000AF","#0000FFAF",254248.49
"18475480","PINNACLE BANK","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",400
"1854","NATIONAL RIFLE ASSOCIATION","Gun Control","Ideology/Single Issue","Anti-gun control",0,0,"#FF0000AF","#0000FFAF",8500
"18794","NEBRASKA OPTOMETRIC ASSOCIATION","Health Professionals","Health","Optometrists & ophthalmologists",0,0,"#FF0000AF","#0000FFAF",41779.79
"18946","NATIONAL ASSOCIATION OF SOCIAL WORKERS UNIDENTIFIED","Welfare/Social Work","Government Agencies/Education/Other","Welfare & social work",0,0,"#FF0000AF","#0000FFAF",550
"19356","NEBRASKA STATE LODGE FRATERNAL ORDER OF POLICE","Public Sector Unions","Labor","Police & fire fighters unions and associations",0,0,"#FF0000AF","#0000FFAF",3300
"19393","IRONWORKERS LOCAL 21","General Trade Unions","Labor","Construction unions",0,0,"#FF0000AF","#0000FFAF",3250
"19505","OMAHA FIRE FIGHTERS LOCAL 385","Public Sector Unions","Labor","Police & fire fighters unions and associations",0,0,"#FF0000AF","#0000FFAF",52453.93
"19634","ELECTRICAL WORKERS LOCAL 22","General Trade Unions","Labor","Electrical workers/IBEW",0,0,"#FF0000AF","#0000FFAF",10300
"19965","OMAHA POLICE LOCAL 101","Public Sector Unions","Labor","Police & fire fighters unions and associations",0,0,"#FF0000AF","#0000FFAF",17749
"20153","NEBRASKA AFL-CIO","General Trade Unions","Labor","Labor unions",0,0,"#FF0000AF","#0000FFAF",17712.67
"2034","PFIZER","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",0,0,"#FF0000AF","#0000FFAF",9125
"20564","PLUMBERS & PIPEFITTERS LOCAL 16","General Trade Unions","Labor","Construction unions",0,0,"#FF0000AF","#0000FFAF",3000
"207","ANHEUSER BUSCH","Beer, Wine & Liquor","General Business","Beer",0,0,"#FF0000AF","#0000FFAF",10150
"20969","NEBRASKA STATE LEGISLATIVE BOARD UNITED TRANSPORTATION UNION","Transportation Unions","Labor","Railroad unions",0,0,"#FF0000AF","#0000FFAF",52725.07
"20999","TRUCKERS PAC","Trucking","Transportation","Trucking",0,0,"#FF0000AF","#0000FFAF",7531.46
"21140","BROTHERHOOD OF LOCOMOTIVE ENGINEERS & TRAINMEN / BLET","Transportation Unions","Labor","Railroad unions",0,0,"#FF0000AF","#0000FFAF",11750
"2218","R J REYNOLDS TOBACCO CO","Tobacco companies & tobacco product sales","General Business","Tobacco companies & tobacco product sales",0,0,"#FF0000AF","#0000FFAF",7750
"23350915","O'HARA, LINDSAY & ASSOCIATES INC","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",3983.09
"23351032","CREDIT MANAGEMENT SERVICES INC","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",750
"23351773","NE INSURANCE INFORMATION SERVICE PAC","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",1537.69
"23351791","KISSEL / ERICKSON SEDERSTROM ASSOCIATES LLC","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",2680.08
"23353078","BOB KRIST FOR LEGISLATURE","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",1950
"23436931","CITIZENS TO ELECT JIM SMITH","Uncoded","Uncoded","Uncoded",0,0,"#FF0000AF","#0000FFAF",5000
"246","ASH GROVE CEMENT","Building Materials & Equipment","Construction","Stone, clay, glass & concrete products",0,0,"#FF0000AF","#0000FFAF",6500
