"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"10052","HOUSING INDUSTRY FOR RESPONSIBLE GOVERNMENT","Real Estate","Finance, Insurance & Real Estate","Building operators & managers",50,50,"#000000AF","#000000AF",3000
"1020","UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION / UFCW","General Trade Unions","Labor","Retail trade unions",100,0,"#0000FFAF","#0000FFAF",15550
"10284","BAYADA NURSES","Health Professionals","Health","Nurses",6.74763832658569,93.2523616734143,"#E00000AF","#E00000AF",7410
"1039","NEXTERA ENERGY","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",0,100,"#FF0000AF","#FF0000AF",2000
"10446","BLUE CROSS OF NORTHEASTERN PENNSYLVANIA","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",25.7997936016512,74.2002063983488,"#800000AF","#800000AF",19380
"10544","BRAVO GROUP","Business Services","General Business","Advertising & public relations services",6.94322455846299,93.056775441537,"#E00000AF","#E00000AF",14402.53
"10779876","HOME","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",6600
"1078617","AMERICAN BIKERS ACTING TO EDUCATE/ABATE OF MASSACHUSETTS","Miscellaneous Transport","Transportation","Motorcycles, snowmobiles & other motorized vehicles",43.598615916955,56.401384083045,"#240000AF","#240000AF",28900
"1084","GENERAL ELECTRIC","Miscellaneous Finance, Insurance & Real Estate","Finance, Insurance & Real Estate","Finance, insurance & real estate",42.6829268292683,57.3170731707317,"#290000AF","#290000AF",8200
"10867","CAPITAL BLUE CROSS","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",6.51041666666667,93.4895833333333,"#E00000AF","#E00000AF",3840
"1089","GENESEE & WYOMING","Railroads","Energy & Natural Resources","Railroads",6.09756097560976,93.9024390243902,"#E00000AF","#E00000AF",8200
