"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"10140","ASSOCIATED ANESTHESIOLOGISTS","Health Professionals","Health","Other physician specialists",39.3939393939394,60.6060606060606,"#380000AF","#380000AF",16500
"10971","CENTER FOR LEGISLATIVE EXCELLENCE","Business Associations","General Business","Pro-business organizations",64.7058823529412,35.2941176470588,"#000047AF","#000047AF",34000
"10987","CENTRAL OKLAHOMA ACCOUNTABILITY PAC","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",100,0,"#0000FFAF","#0000FFAF",17500
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",58.8235294117647,41.1764705882353,"#000029AF","#000029AF",6800
"11416","COWBOY PAC","Leadership PACs","Candidate Contributions","PACs operated by Republican state politicians",0,100,"#FF0000AF","#FF0000AF",17500
"11549569","TEXAS INDUSTRIES INC","Uncoded","Uncoded","Uncoded",25,75,"#800000AF","#800000AF",4000
"11930","EMPOWER OKLAHOMA","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",0,100,"#FF0000AF","#FF0000AF",10000
"12130","FIVE AMIGOS","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",100,0,"#0000FFAF","#0000FFAF",20000
"12132","FKG CONSULTING","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",55.5555555555556,44.4444444444444,"#00001AAF","#00001AAF",4500
"12325","FRIENDS OF OKLAHOMA COAL","Mining","Energy & Natural Resources","Coal mining",66.6666666666667,33.3333333333333,"#000052AF","#000052AF",2250
"12525","GOPAC","Conservative Policy Organization","Ideology/Single Issue","Republican-based groups (but not official party committees) and generic conservative ones",0,100,"#FF0000AF","#FF0000AF",15000
"12577","GREAT STATE PAC","Business Associations","General Business","Pro-business organizations",0,100,"#FF0000AF","#FF0000AF",28500
"12632","GROW OKLAHOMA PAC","Oil & Gas","Energy & Natural Resources","Oil & gas",28.5714285714286,71.4285714285714,"#700000AF","#700000AF",14000
"130","AMERICAN ELECTRIC POWER","Electric Utilities","Energy & Natural Resources","Electric power utilities",49.5798319327731,50.4201680672269,"#050000AF","#050000AF",29750
"13118","INDEPENDENT MEDICAL PROVIDERS","Hospitals & Nursing Homes","Health","Hospitals",60.7954545454545,39.2045454545455,"#000033AF","#000033AF",8800
"13614","LWO","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",100,0,"#0000FFAF","#0000FFAF",20000
"13879","MAJORITY LEADERSHIP FUND","Conservative Policy Organization","Ideology/Single Issue","Republican-based groups (but not official party committees) and generic conservative ones",0,100,"#FF0000AF","#FF0000AF",1700
"14463","NEW CENTENNIAL PAC","Leadership PACs","Candidate Contributions","PACs operated by Democratic state politicians",0,100,"#FF0000AF","#FF0000AF",10250
"14482","NEW LEADERSHIP FUND","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",0,100,"#FF0000AF","#FF0000AF",10500
"14550","NEWFIELD EXPLORATION CO","Oil & Gas","Energy & Natural Resources","Oil & gas",18.1818181818182,81.8181818181818,"#A30000AF","#A30000AF",5500
"1457","KOCH INDUSTRIES","Chemical & Related Manufacturing","General Business","Chemicals",23.0769230769231,76.9230769230769,"#8A0000AF","#8A0000AF",39000
"14720","OKLAHOMA ACADEMY OF PHYSICIAN ASSISTANTS","Health Professionals","Health","Other non-physician health practitioners",50,50,"#000000AF","#000000AF",6000
"14721","OKLAHOMA AGGREGATES ASSOCIATION","Building Materials & Equipment","Construction","Stone, clay, glass & concrete products",73.3333333333333,26.6666666666667,"#000075AF","#000075AF",7500
"14723","OKLAHOMA BEVERAGE INDUSTRY","Beer, Wine & Liquor","General Business","Alcohol",37.5,62.5,"#420000AF","#420000AF",8000
"14724","OKLAHOMA CARDIOVASCULAR ASSOCIATES","Health Professionals","Health","Other physician specialists",40.8163265306122,59.1836734693878,"#330000AF","#330000AF",12250
"14726","OKLAHOMA CONSERVATIVE PAC","Conservative Policy Organization","Ideology/Single Issue","Republican-based groups (but not official party committees) and generic conservative ones",0,100,"#FF0000AF","#FF0000AF",3000
"14730","OKLAHOMA HORSEMENS BENEVOLENT & PROTECTIVE ASSOCIATION","Gambling & Casinos","General Business","Casinos, racetracks & gambling",56.2977099236641,43.7022900763359,"#00001FAF","#00001FAF",26200
"14734","OKLAHOMA PETROLEUM MARKETERS ASSOCIATION","Oil & Gas","Energy & Natural Resources","Petroleum refining & marketing",42.1052631578947,57.8947368421053,"#290000AF","#290000AF",4750
"14735","OKLAHOMA PORK COUNCIL","Livestock","Agriculture","Livestock",67.2413793103448,32.7586206896552,"#000057AF","#000057AF",2900
"14737","OKLAHOMA RESTAURANT ASSOCIATION","Food & Beverage","General Business","Restaurants & drinking establishments",35.0087978023378,64.9912021976622,"#4D0000AF","#4D0000AF",11463.09
"14739","OKLAHOMA STATE HOME BUILDERS ASSOCIATION","Home Builders","Construction","Residential construction",27.1428571428571,72.8571428571428,"#750000AF","#750000AF",7000
"14740","OKLAHOMANS STANDING UNITED","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",100,0,"#0000FFAF","#0000FFAF",15000
"14741","OKLAHOMANS UNITED PAC","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",100,0,"#0000FFAF","#0000FFAF",17750
"14834","OSAGE NATION","Tribal Governments","Government Agencies/Education/Other","Native American tribes & governing units",100,0,"#0000FFAF","#0000FFAF",2500
"15024","PENNWOOD PAC","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",100,0,"#0000FFAF","#0000FFAF",22250
"15264","PROSPERITY PAC","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",0,100,"#FF0000AF","#FF0000AF",10000
"15403","RED HARLOW PAC","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",100,0,"#0000FFAF","#0000FFAF",25000
"15634","ROUTE 66 PAC","Lawyers & Lobbyists","Lawyers & Lobbyists","Lobbyists & public relations",0,100,"#FF0000AF","#FF0000AF",10000
"15881","SENATE OPPORTUNITY PAC","Conservative Policy Organization","Ideology/Single Issue","Republican-based groups (but not official party committees) and generic conservative ones",0,100,"#FF0000AF","#FF0000AF",26000
"16107","SPECTRA ENERGY","Oil & Gas","Energy & Natural Resources","Natural gas transmission & distribution",13.3333333333333,86.6666666666667,"#BD0000AF","#BD0000AF",7500
"16114","SPIRITBANK","Commercial Banks","Finance, Insurance & Real Estate","Commercial banks & bank holding companies",25.0009997200784,74.9990002799216,"#800000AF","#800000AF",4001.12
